1,48.8634,2.33333
67,48.9941,8.40034
99,50.8234,-0.138535
172,49.0133,2.54093
188,41.3883,2.15983
198,51.2541,8.70612
205,43.6931,7.28051
281,49.0133,2.54093
359,50.051,8.58547
503,49.004,8.40192
511,41.3851,2.17513
521,51.1555,4.41393
527,48.7286,2.36741
599,49.0133,2.54093
628,46.8012,9.81506
661,51.1851,0.81703
724,50.8399,4.39561
756,50.9038,-1.40642
778,45.4749,9.20621
792,49.0045,2.57042
918,50.7418,-1.86527
933,50.8978,4.48291
1071,48.8911,2.40441
1129,45.4886,9.2032
1174,49.0062,2.57724
1187,45.0433,3.88387
1231,47.4046,8.57193
1242,48.8739,2.30012
1281,50.9461,5.27723
1295,45.488,9.157
1335,51.157,-0.17561
1351,50.0487,8.56082
1394,49.4536,8.49346
1403,50.9426,5.79083
1441,48.8814,2.35449
1471,50.7801,5.4337
1474,50.9434,6.95817
1529,49.4448,7.58733
1603,51.0521,3.72045
1604,51.2246,4.40461
1605,51.1499,4.43187
1649,51.1566,-0.161018
1656,48.8901,2.38281
1657,41.3797,2.16823
1671,49.1034,6.1797
1679,49.1663,9.7893
1730,47.0506,8.30137
1750,51.2321,2.9225
1770,48.7845,9.18258
1795,49.0133,2.54093
1804,49.2052,-2.19517
1842,48.0911,6.95036
1845,50.8779,7.26988
1864,50.0462,8.57346
1878,51.1561,-0.161653
1900,41.3748,2.18951
1901,50.9261,5.34652
1916,50.6703,-1.50825
1955,47.6513,9.18109
1958,50.8812,4.71463
1994,51.2066,3.22272
2048,49.0026,2.56233
2089,51.0048,3.4812
2096,51.2149,-0.796536
2116,47.4315,9.38121
2117,51.0053,5.58492
2139,43.2388,6.66413
2165,51.1968,6.81229
2169,48.8601,2.33683
2177,51.2205,4.42825
2204,47.3647,8.55437
2223,50.8452,4.34634
2253,47.3675,8.53762
2294,51.0558,3.72803
2296,51.0986,4.43755
2351,43.73,7.36185
2371,50.5393,7.11167
2378,51.127,-0.017151
2425,51.053,3.73827
2433,51.2507,-1.11251
2434,50.0462,8.57346
2660,50.0522,8.58667
2890,50.8797,7.11719
3237,43.6597,7.20587
3301,43.6991,7.26554
3588,43.4246,6.76634
3678,50.1929,8.66301
3683,49.6522,6.08121
3804,49.305,8.62864
3837,49.0133,2.54093
3911,45.4711,9.18453
3919,48.8708,2.34107
3943,50.8252,-0.139176
3969,51.1557,-0.16062
3990,41.3836,2.17107
4105,45.6648,8.98917
4110,49.0133,2.54093
4260,41.3894,2.16004
4272,48.566,7.86917
4286,49.0033,2.57722
4295,50.7193,-3.06937
4361,50.8405,4.40143
4467,48.892,2.34704
4508,51.0607,-1.31865
4513,50.7356,-1.99099
4521,50.8355,4.33595
4589,50.9979,-0.411688
4590,43.6959,7.27547
4604,49.0047,2.5666
4633,50.8255,-0.139089
4636,50.8204,-0.139201
4670,47.2507,8.62485
4790,50.794,-2.98298
4802,51.0474,0.513356
4958,50.6795,-3.49402
5242,50.9066,4.52169
5351,48.8752,2.35087
5409,50.8201,-0.139902
5421,50.7541,-1.28922
5431,50.7248,-3.5324
5454,43.2069,2.36377
5464,51.0462,-1.34047
5515,46.2359,6.10909
5559,50.8255,-0.139089
5568,46.8098,9.83964
5652,50.8235,-0.138327
5857,51.2095,3.22387
5859,46.5157,-0.652793
5860,49.0133,2.54093
5877,45.4612,9.28034
5893,41.2948,2.07899
5970,51.157,-0.17561
5987,50.9413,6.95812
6000,51.2083,0.0605536
6020,48.8835,2.33416
6234,51.0383,3.72305
6242,50.8235,-0.138327
6485,51.2444,4.67622
6488,47.5658,7.57352
6595,51.1465,-2.71781
6616,50.8247,-0.139503
6752,50.1165,8.67719
6770,48.96,2.43484
6794,48.946,8.8414
6807,51.2268,6.77281
6815,48.7096,9.17169
6816,48.8093,8.18275
6836,51.1475,6.55718
6863,51.2318,-0.337036
6872,50.0462,8.57346
6898,48.7903,9.19731
6977,47.2006,8.77824
6995,51.2106,4.39078
7009,41.3888,2.13214
7028,50.1066,8.6624
7050,50.096,8.35235
7057,48.9947,8.40329
7109,50.9672,6.12773
7220,51.1566,-0.161018
7386,48.8808,2.35528
7396,50.9618,-0.154061
7546,48.8583,2.29435
7564,50.8005,-3.18619
7570,48.8709,2.33383
7622,50.8265,4.4008
7757,51.1867,-0.604114
7814,41.3683,2.15358
7845,51.1325,2.67116
7872,48.7385,2.14378
8023,50.8345,4.4142
8042,50.8971,4.47701
8180,47.1436,9.77486
8399,50.8355,4.33595
8404,50.807,3.27792
8420,51.157,0.293892
8438,43.7391,7.42802
8442,50.726,-3.52684
9079,46.1457,6.26118
9093,50.7584,-1.28986
9110,48.8738,2.29502
9111,47.8213,1.75484
9123,48.8635,2.33711
9129,50.3757,4.41688
9612,50.8262,-0.138215
9639,50.82,-0.134848
9870,48.7455,9.1046
9924,50.7296,-1.86328
10629,49.9243,8.09734
10631,47.8002,8.93012
10632,48.465,7.94267
10677,48.8315,2.3801
10694,50.8249,-0.146728
10695,50.8228,-0.138478
10698,51.2382,-0.205194
10706,50.8319,-0.145348
10707,50.8284,-0.141734
10709,50.8224,-0.14145
10933,51.157,-0.17561
11037,48.8606,2.34802
11064,51.0229,5.46477
11484,50.2467,8.25657
11543,50.8271,-0.142627
11664,43.6059,1.44828
11731,51.157,-0.17561
11743,47.3831,8.66563
11786,41.3848,2.15942
11788,41.383,2.16619
11890,50.8336,-0.186565
11895,50.8575,4.6768
11914,50.7293,7.10501
11917,45.7215,5.07822
11923,51.2207,4.4028
11927,50.0975,8.35331
11928,50.1941,8.65783
11930,50.9468,6.92423
11936,50.997,5.86586
11938,51.0956,1.12747
11940,51.0537,3.72409
11947,48.8832,2.37104
11948,43.5936,6.01548
11957,51.1099,5.2239
11963,51.2095,3.22249
11966,45.424,6.64081
11967,50.8501,5.68986
11968,50.8355,4.33595
11971,46.5247,6.63416
11972,50.1206,8.65969
11974,51.2015,4.40603
11977,50.8713,4.344
11982,51.0278,4.46949
11984,48.6787,9.36659
12001,50.9655,5.50441
12378,51.147,-3.98691
12518,51.2489,5.70396
12522,48.7023,2.13488
12798,51.1873,1.22977
12911,51.2151,3.194
13170,50.8859,4.69359
13203,50.8338,4.36082
13224,50.8473,4.34865
13300,50.9527,-0.127092
13801,47.3794,8.50764
14397,50.8225,-0.138096
14413,50.8543,4.36605
14483,50.9466,5.15611
14512,51.0074,-0.933274
14568,51.0148,5.36155
14569,47.3656,8.54732
14608,50.7528,3.86975
14735,51.0331,3.375
14801,50.9348,4.01941
14882,51.0955,3.71873
14926,46.414,7.80754
15019,51.2054,4.43277
15060,50.8435,4.35291
15141,51.2083,4.39276
15286,51.1557,-0.16062
15636,51.0556,4.49131
15651,50.9872,3.54395
15665,51.2323,4.42415
15958,50.9434,6.95817
16092,48.8658,2.37769
16242,47.4212,8.43178
16324,43.6057,1.44353
16376,50.816,-0.121933
16563,50.84,4.36703
16700,50.8802,4.16923
17007,51.2218,4.40391
17104,51.1133,3.14266
17665,44.4037,8.93688
17785,50.9301,5.33976
17926,51.1805,4.36402
18089,49.0035,8.38649
18100,51.2368,-0.572751
18241,51.2031,3.32015
18314,50.7967,-1.10904
18415,47.4781,9.49867
18419,51.0134,-3.10085
18463,51.0116,3.76123
18611,45.4541,9.20658
18746,50.7579,-1.53638
18789,43.6722,-1.38795
18845,49.0028,2.56715
18989,46.9776,8.66625
19094,50.8254,3.26398
19095,51.018,4.48284
19165,51.2527,4.4994
19295,51.232,2.91432
19361,50.7237,-1.90376
19648,48.8375,2.30151
19693,51.2191,4.40195
19771,50.9155,6.87375
19784,51.0498,3.72139
19887,51.157,-0.17561
19909,47.1668,0.24009
19926,51.0068,3.6272
19945,50.1995,9.19053
19954,50.8231,5.20235
20143,51.2217,-2.96966
20564,51.0074,-0.933274
20735,51.1529,4.1532
20736,50.9509,5.51193
20740,51.2313,4.38512
20745,50.8331,3.26107
20756,50.9484,5.55937
20790,51.2063,4.38719
20791,50.8327,4.66153
20792,50.9845,4.82451
20818,51.1934,3.18061
21062,51.2323,4.42415
21108,51.098,3.85428
21149,51.1661,4.13593
21472,42.8928,2.97774
21565,50.9692,5.50661
21651,50.8812,4.71541
21756,50.8849,3.4355
21958,51.2622,-1.08562
21996,51.2489,5.70396
22150,50.8353,-0.204835
22359,50.949,6.98678
23262,45.069,7.68554
23359,50.7475,7.09399
23404,41.4029,2.15368
23422,47.995,0.193081
23431,50.8296,3.2643
23435,50.8297,-0.14132
23673,51.1921,5.9895
23730,51.1572,-0.161846
23737,41.3888,2.16778
23761,51.2097,4.39429
23764,51.1586,-0.158435
23778,45.3977,1.37926
23798,41.3857,2.1697
23807,48.7725,9.17209
23832,51.2145,4.41793
23905,51.0355,3.71053
23927,50.8508,4.39441
23929,51.2215,6.68697
23937,51.1538,0.296676
23940,50.8361,4.40697
23948,45.4722,9.1989
23965,44.8259,-0.555854
24486,47.3699,8.51967
24491,47.3821,8.56651
24514,48.9231,8.97269
24712,48.8604,2.35243
24836,50.8123,-0.104306
24937,45.4855,9.20377
25653,50.827,-0.135891
25762,47.4481,8.55889
25820,49.4434,7.78431
25943,47.0487,8.30586
26109,47.3234,5.03029
26164,50.1144,8.67475
26455,51.2046,2.90453
26531,48.8354,2.37548
26542,50.617,5.56131
26564,50.0506,8.57174
26686,51.2028,3.23664
26807,50.8772,4.70926
26817,50.7164,4.39868
26914,50.8214,4.34224
27041,49.7521,6.64296
27328,51.0519,3.71958
27351,50.8713,4.344
27456,50.8337,4.41302
27615,48.9068,8.74118
27651,50.841,5.70217
27673,50.9462,6.97985
28170,51.1462,0.856899
28366,47.3803,8.5368
28381,51.2079,4.03243
28411,50.8887,4.4596
28417,50.8876,4.448
28508,50.8269,3.27048
28714,48.8688,2.3377
28758,41.3755,2.18313
28986,51.157,-0.17561
29135,47.4523,8.56183
29222,41.2948,2.07899
29504,50.1081,8.6711
29641,50.912,4.48525
29643,50.8971,4.47701
29665,47.353,8.5347
29736,41.6562,-0.877304
29800,46.1947,6.19378
29825,51.2626,-1.08727
29856,51.157,-0.17561
29888,50.8506,4.34722
29898,50.807,3.27792
29899,49.1838,-2.1105
29907,48.8814,2.26748
29939,48.8758,2.32676
29949,48.8596,2.40479
30018,50.6467,-2.41825
30026,47.4233,9.36948
30058,51.2178,4.40414
30146,48.9061,2.45726
30243,48.8728,2.3543
30245,48.8864,2.35401
30340,51.1041,3.99356
30371,44.2226,5.82883
30504,48.8315,2.22111
30524,50.7248,-3.5324
30599,51.1345,0.25936
30655,45.9101,8.50615
30693,48.5788,7.77
30779,48.8675,2.31352
30836,51.0658,-1.31586
30865,50.9064,-3.3795
30877,50.8495,5.69801
30913,50.5416,-4.93634
31003,50.844,4.35893
31005,50.8971,4.47701
31008,51.0414,3.72533
31050,51.157,-0.17561
31106,48.7618,-3.56783
31168,50.9065,0.173287
31328,48.8798,2.35471
31487,49.0133,2.54093
31502,50.3345,-4.79107
31663,51.157,-0.17561
31686,50.7007,4.40269
31842,50.0462,8.57346
31907,50.3776,-4.1434
31913,50.937,6.9605
31963,48.8777,2.34924
32033,43.6628,-1.44135
33105,50.9044,4.50943
33457,50.8486,5.69258
33487,50.0462,8.57346
34394,50.0478,8.55921
34495,50.9529,-0.127754
34518,51.1467,-2.71632
34527,50.8235,-0.138327
34535,50.8395,5.71254
34561,50.7272,-1.86416
34581,51.157,-0.17561
34583,47.4491,8.5644
34588,48.8414,2.29128
34595,48.8314,2.37821
34612,48.8469,2.35239
34625,50.6373,3.06366
34642,50.763,-1.30294
34732,51.0553,4.4528
34743,51.2218,4.40214
34745,50.8737,4.70561
34748,50.7572,4.27122
34749,50.8795,4.69958
34750,50.8235,-0.138327
34755,50.9769,4.50488
34757,50.9954,5.26179
34758,50.873,4.68517
34764,50.8971,4.47701
34768,50.8968,4.48504
34771,50.9557,5.34926
34774,51.2089,4.43877
34780,51.0259,4.47476
34783,50.8696,4.38476
34935,45.6895,-1.17904
35427,50.8543,4.36605
35592,51.048,4.45903
35648,47.1254,7.54502
35724,51.0532,3.73475
35763,48.7412,9.03433
35767,48.6878,9.19709
36341,50.1116,8.71272
36378,50.7272,-1.86416
36384,50.7986,3.92224
36730,47.3662,8.54861
36736,50.8459,4.35947
36759,51.2097,4.39429
36861,46.4304,6.90938
36893,50.9833,5.05444
37043,50.8198,-0.139227
37048,50.9978,4.09057
37052,51.2376,-0.575838
37288,50.6409,5.57602
37388,51.1947,4.4098
37811,50.8883,4.7034
37859,41.4061,2.19254
37917,51.1263,4.43206
38051,51.0129,4.03218
38099,51.09,3.65416
38142,48.8618,2.33468
38368,50.182,8.47471
38371,47.3753,8.5261
38391,50.1066,8.6624
38402,49.1625,8.56846
38427,51.0609,3.72458
38450,51.2275,6.78673
38453,45.4789,9.19912
38454,43.3031,-2.90516
38460,48.6904,9.195
38475,50.9313,5.34657
38478,50.6113,-1.95767
38490,43.8922,8.03861
38544,50.0885,8.23841
38641,44.8418,-0.569136
38982,50.8407,4.37626
39095,50.9066,4.46201
39140,42.4651,-2.45414
39222,45.8462,5.78445
39275,48.7286,2.36741
39332,47.3751,8.54391
39582,44.6755,8.47036
39729,43.6597,7.20587
39738,50.8481,4.35404
39746,50.8459,4.34987
39769,49.2993,0.874036
39840,50.0469,8.56801
39866,43.5497,7.02509
39878,41.3733,2.12491
39888,49.9518,7.11662
39890,41.3954,2.16188
39895,41.3809,2.12281
39905,51.2097,4.39446
39921,50.9369,5.94298
39929,50.7998,3.25296
39939,50.8147,-1.07977
40073,45.7485,4.86279
40087,50.7963,-1.15291
40091,43.5476,7.11892
40100,47.4994,8.72701
40107,47.5472,7.58893
40109,41.3811,2.17837
40125,51.172,-4.2096
40134,47.3611,8.55546
40156,50.8372,-0.136197
40159,41.3889,2.17246
40171,45.5232,9.18927
40234,48.6875,2.3912
40306,50.8355,4.33595
40308,50.8961,-1.39777
40332,47.3766,8.54412
40335,45.6255,8.71327
40342,45.484,9.24283
40377,50.4342,-3.69091
40428,51.1274,1.33716
40441,46.9488,7.44399
40462,51.167,4.60272
40468,50.8476,5.69844
40472,50.8954,4.3375
40548,50.0506,8.57174
40706,47.3999,8.62281
40757,45.2218,0.946013
40835,50.8162,4.35349
40870,50.8791,4.70569
41078,50.1066,8.6624
41324,47.4492,8.56018
41431,51.157,-0.17561
41444,50.7276,-3.53241
41483,50.7849,-1.0998
41519,51.1996,5.9881
41642,46.2024,6.15023
41650,51.2114,4.3878
41695,50.8564,5.82144
42024,41.3857,2.16998
42628,50.9566,-1.4484
42630,50.7477,-1.95106
42639,50.2685,8.70037
42641,50.1516,8.66286
42646,47.3671,8.55207
42654,50.812,-1.08903
42663,50.9585,-1.44849
42665,50.7527,-1.84007
42670,51.1343,0.264766
42677,51.1462,-2.58449
42678,50.7303,-1.96215
42683,50.9041,-1.40861
42686,51.0705,0.0420986
42687,50.834,-0.275014
42691,48.8452,2.40504
42694,43.6597,7.20587
42695,50.1461,-5.0699
42696,50.9038,-1.40642
42697,50.9078,-1.41409
42699,47.4516,8.56211
42706,50.7272,-1.86416
42716,50.7186,-1.97151
42722,50.9417,6.97395
42726,50.7476,-1.82984
42747,47.3782,8.52026
42751,50.3466,6.96647
42759,51.0526,-1.3655
42762,47.0516,8.30731
42763,50.9041,-1.40442
42766,48.8604,2.35243
42767,46.2298,6.10554
42778,50.7539,-1.88043
42785,50.6298,-3.32486
42792,50.7388,-1.78436
42793,46.2245,6.10183
42798,46.951,7.43616
42804,51.2563,-0.852713
42810,43.3133,2.92019
42816,51.2453,4.41598
42817,50.0462,8.57346
42818,46.8483,9.53015
42821,50.5354,-4.95538
42826,50.7271,-1.91994
42827,50.6403,-2.059
42850,50.7871,-1.97664
42977,50.7698,4.53706
42978,51.1404,4.44001
42979,48.8302,2.23949
42980,51.181,4.40296
42981,51.0575,3.7281
42985,51.2258,4.40079
42987,50.8394,4.33456
42990,51.1997,4.43245
42991,51.2061,4.43229
42994,51.0455,3.73207
42995,51.221,4.40061
42997,51.0327,3.71889
42999,43.7396,7.42763
43000,51.2047,4.39219
43001,51.2331,4.40197
43002,51.2677,4.53184
43003,51.2136,4.40485
43004,50.8785,4.67452
43005,51.1857,5.10819
43006,51.1929,4.41461
43007,51.0001,3.61085
43008,51.026,4.47692
43009,51.0487,3.73378
43010,50.9009,3.65906
43011,50.8943,4.46147
43012,50.8961,4.24265
43016,51.2086,4.39281
43017,51.2469,4.4181
43018,50.8089,4.38435
43019,50.8165,4.38926
43020,51.2127,4.39769
43022,50.8971,4.47701
43025,50.8236,4.51329
43026,51.0619,3.70437
43027,50.8754,4.70246
